,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,BuildAge,RemodAge,GarageAge,SalePrice
249,250,50,RL,0.0,159000,Pave,None,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,4,3,CBlock,4,3,Gd,3,697,1,0,747,1444,GasA,4,1,SBrkr,1444,700,0,2144,0,1,2,0,4,1,4,7,Typ,2,3,Attchd,Fin,2,389,3,3,Y,0,98,0,0,0,0,0,None,Shed,500,6,2007,WD,Normal,49,1,49,277000
250,251,30,RL,55.0,5350,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,1,CBlock,3,3,No,1,0,1,0,728,728,GasA,5,1,SBrkr,1306,0,0,1306,0,0,1,0,3,1,2,6,Mod,0,0,None,None,0,0,0,0,Y,263,0,0,0,0,0,0,GdWo,Shed,450,5,2010,WD,Normal,70,44,0,76500
251,252,120,RM,44.0,4750,Pave,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,4,3,PConc,4,3,Gd,6,1573,1,0,0,1573,GasA,5,1,SBrkr,1625,0,0,1625,1,1,2,0,2,1,4,5,Typ,1,4,Attchd,Fin,2,538,3,3,Y,123,0,0,0,153,0,0,None,None,0,12,2007,WD,Family,1,0,1,235000
252,253,60,RL,65.0,8366,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,1,0,1,0,798,798,GasA,5,1,SBrkr,798,842,0,1640,0,0,2,1,3,1,4,6,Typ,0,0,Attchd,RFn,2,520,3,3,Y,138,45,0,0,0,0,0,None,None,0,12,2008,WD,Normal,4,4,4,173000
253,254,80,RL,85.0,9350,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,3,3,CBlock,4,3,Gd,2,270,5,580,452,1302,GasA,5,1,SBrkr,1302,0,0,1302,0,1,2,0,3,1,4,7,Min1,0,0,Attchd,RFn,1,309,3,3,Y,333,0,0,0,0,0,0,MnPrv,None,0,10,2007,CWD,Normal,43,16,43,158000
254,255,20,RL,70.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,No,3,922,1,0,392,1314,GasA,3,1,SBrkr,1314,0,0,1314,1,0,1,0,3,1,3,5,Typ,0,0,Attchd,RFn,1,294,3,3,Y,250,0,0,0,0,0,0,None,None,0,6,2010,WD,Normal,53,53,53,145000
255,256,60,RL,66.0,8738,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,4,3,PConc,4,3,No,1,0,1,0,975,975,GasA,5,1,SBrkr,1005,1286,0,2291,0,0,2,1,4,1,4,8,Typ,1,3,BuiltIn,Fin,2,429,3,3,Y,192,0,0,0,0,0,0,None,None,0,2,2006,WD,Normal,7,7,7,230000
256,257,60,FV,64.0,8791,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,3,503,1,0,361,864,GasA,5,1,SBrkr,864,864,0,1728,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,RFn,2,673,3,3,Y,216,56,0,0,0,0,0,None,None,0,5,2008,WD,Normal,5,5,5,207500
257,258,20,RL,68.0,8814,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,180.0,4,3,PConc,4,3,No,6,1334,1,0,270,1604,GasA,5,1,SBrkr,1604,0,0,1604,1,0,2,1,3,1,4,8,Typ,1,4,Attchd,RFn,2,660,3,3,Y,123,110,0,0,0,0,0,None,None,0,3,2009,WD,Abnorml,3,3,3,220000
258,259,60,RL,80.0,12435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,4,3,PConc,4,3,No,6,361,1,0,602,963,GasA,5,1,SBrkr,963,829,0,1792,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,RFn,2,564,3,3,Y,0,96,0,245,0,0,0,None,None,0,5,2008,WD,Normal,7,7,7,231500
259,260,20,RM,70.0,12702,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,PConc,0,0,None,0,0,0,0,0,0,GasA,4,1,FuseA,882,0,0,882,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,Unf,1,308,3,3,Y,0,45,0,0,0,0,0,None,None,0,12,2008,WD,Normal,52,52,52,97000
260,261,80,RL,120.0,19296,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,3,3,CBlock,3,3,Gd,3,672,5,690,0,1362,GasA,3,1,SBrkr,1382,0,0,1382,1,0,1,0,3,1,3,6,Typ,1,3,Attchd,Unf,2,884,3,3,Y,0,0,252,0,0,0,0,GdWo,None,0,5,2009,WD,Normal,47,47,18,176000
261,262,60,RL,69.0,9588,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,4,3,PConc,5,3,No,1,0,1,0,1482,1482,GasA,5,1,SBrkr,1482,1092,0,2574,0,0,2,1,3,1,5,10,Typ,1,4,BuiltIn,Fin,3,868,3,3,Y,0,148,0,0,0,0,0,None,None,0,11,2007,New,Partial,0,0,0,276000
262,263,80,RL,88.0,8471,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,3,3,CBlock,4,4,Av,5,506,1,0,0,506,GasA,3,1,SBrkr,1212,0,0,1212,1,0,1,0,3,1,3,6,Typ,1,3,Attchd,Unf,2,492,3,3,Y,292,12,0,0,0,0,0,GdWo,None,0,7,2006,WD,Normal,29,11,28,151000
263,264,50,RM,50.0,5500,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,No,2,234,5,692,0,926,GasA,3,1,SBrkr,926,0,390,1316,1,0,1,0,3,1,3,6,Typ,0,0,Detchd,Unf,2,484,3,3,Y,0,0,0,0,0,0,0,None,None,0,4,2010,WD,Normal,81,9,36,130000
264,265,30,RM,30.0,5232,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,No,1,0,1,0,680,680,GasA,4,0,FuseP,764,0,0,764,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,Unf,2,504,3,3,N,0,0,0,0,0,0,0,None,None,0,6,2008,WD,Normal,83,4,43,73000
265,266,20,RL,78.0,12090,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,3,4,CBlock,4,3,No,6,588,2,228,606,1422,GasA,3,1,SBrkr,1422,0,0,1422,0,0,2,0,3,1,4,7,Typ,1,3,Attchd,Fin,2,576,3,3,Y,276,0,0,0,0,0,0,GdPrv,None,0,6,2008,WD,Normal,27,27,27,175500
266,267,60,RL,70.0,11207,Pave,None,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,Av,6,714,1,0,88,802,GasA,4,1,SBrkr,802,709,0,1511,1,0,2,1,3,1,3,8,Typ,1,3,Attchd,Fin,2,413,3,3,Y,95,75,0,0,0,0,0,None,None,0,6,2006,WD,Normal,9,9,9,185000
267,268,75,RL,60.0,8400,Pave,None,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,No,2,378,1,0,342,720,GasA,5,1,SBrkr,1052,720,420,2192,0,0,2,1,4,1,4,8,Typ,1,4,Detchd,Unf,1,240,3,3,Y,262,24,0,0,0,0,0,None,None,0,7,2008,WD,Normal,69,11,69,179500
268,269,30,RM,71.0,6900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,No,5,403,3,125,212,740,GasA,5,1,SBrkr,778,0,0,778,0,0,1,0,2,1,3,4,Typ,1,4,Detchd,Fin,1,924,5,5,Y,0,25,0,0,0,0,0,None,None,0,2,2008,WD,Normal,68,53,42,120500
269,270,20,RL,0.0,7917,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,4,CBlock,3,4,No,4,751,1,0,392,1143,GasA,3,1,SBrkr,1113,0,0,1113,1,0,1,1,3,1,3,6,Typ,1,2,Attchd,RFn,1,504,3,4,Y,370,30,0,0,0,0,0,GdPrv,None,0,5,2007,WD,Normal,31,31,20,148000
270,271,60,FV,84.0,10728,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Mn,1,0,1,0,1095,1095,GasA,4,1,SBrkr,1095,844,0,1939,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,RFn,3,1053,3,3,Y,192,51,0,0,0,0,0,None,None,0,8,2006,New,Partial,0,0,0,266000
271,272,20,RL,73.0,39104,Pave,None,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,Flat,Membran,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,Gd,2,226,6,1063,96,1385,GasA,5,1,SBrkr,1363,0,0,1363,1,0,1,0,2,1,3,5,Mod,2,3,Attchd,Unf,2,439,3,3,Y,81,0,0,0,0,0,0,None,None,0,4,2008,WD,Normal,54,3,54,241500
272,273,60,RL,92.0,11764,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,4,3,PConc,4,3,No,6,524,1,0,628,1152,GasA,5,1,SBrkr,1164,1106,0,2270,0,0,2,1,4,1,4,9,Typ,1,4,Attchd,Fin,3,671,3,3,Y,132,57,0,0,0,0,0,None,None,0,4,2010,WD,Normal,11,3,11,290000
273,274,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,3,3,CBlock,3,3,No,3,620,2,620,0,1240,GasA,4,1,SBrkr,1632,0,0,1632,1,0,2,0,3,1,3,6,Min1,1,4,Attchd,RFn,1,338,3,3,Y,289,0,0,0,0,0,0,MnPrv,None,0,4,2009,WD,Normal,51,21,51,139000
274,275,20,RL,76.0,8314,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,ImStucc,None,0.0,3,3,CBlock,3,3,Gd,5,546,1,0,270,816,GasA,3,1,SBrkr,816,0,0,816,0,0,1,0,2,1,3,5,Typ,0,0,Attchd,Unf,1,264,3,3,Y,168,0,0,0,0,0,0,None,None,0,6,2007,WD,Normal,25,25,25,124500
275,276,50,RL,55.0,7264,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3,3,No,1,0,1,0,952,952,GasW,4,0,SBrkr,952,596,0,1548,0,0,2,1,3,1,5,5,Typ,0,0,Detchd,Unf,2,672,3,3,Y,74,0,0,0,144,0,0,None,None,0,10,2009,WD,Normal,84,2,31,205000
276,277,20,RL,129.0,9196,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,No,1,0,1,0,1560,1560,GasA,5,1,SBrkr,1560,0,0,1560,0,0,2,0,3,1,4,7,Typ,0,0,Attchd,Fin,2,573,3,3,Y,100,150,0,0,0,0,0,None,None,0,4,2010,WD,Normal,7,7,7,201000
277,278,20,RL,140.0,19138,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,No,2,120,1,0,744,864,GasA,5,1,SBrkr,864,0,0,864,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,Unf,2,400,3,3,Y,0,0,0,0,0,0,0,None,None,0,6,2010,WD,Normal,59,59,59,141000
278,279,20,RL,107.0,14450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,5,3,PConc,5,3,Gd,1,0,1,0,2121,2121,GasA,5,1,SBrkr,2121,0,0,2121,0,0,2,1,3,1,5,8,Typ,1,5,Attchd,Fin,3,732,3,3,Y,124,98,0,0,142,0,0,None,None,0,5,2007,New,Partial,1,0,0,415298
279,280,60,RL,83.0,10005,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,3,3,CBlock,4,3,No,4,392,1,0,768,1160,GasA,5,1,SBrkr,1156,866,0,2022,0,0,2,1,4,1,3,8,Typ,1,3,Attchd,Fin,2,505,3,3,Y,288,117,0,0,0,0,0,None,None,0,3,2008,WD,Normal,31,31,31,192000
280,281,60,RL,82.0,11287,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,4,3,CBlock,4,3,Av,6,421,1,0,386,807,GasA,4,1,SBrkr,1175,807,0,1982,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,Fin,2,575,3,3,Y,0,84,0,196,0,0,0,None,None,0,1,2007,WD,Normal,18,18,18,228500
281,282,20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,4,3,PConc,4,3,No,6,905,1,0,357,1262,GasA,4,1,SBrkr,1262,0,0,1262,0,0,2,0,2,1,4,5,Typ,0,0,Attchd,Fin,2,572,3,3,Y,0,120,0,0,0,0,0,None,None,0,5,2006,New,Partial,0,0,0,185000
282,283,120,RL,34.0,5063,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,4,3,PConc,4,3,No,6,904,1,0,410,1314,GasA,5,1,SBrkr,1314,0,0,1314,1,0,2,0,2,1,4,6,Typ,1,4,Attchd,RFn,2,626,3,3,Y,172,62,0,0,0,0,0,None,None,0,4,2009,ConLw,Normal,2,1,1,207500
283,284,20,RL,74.0,9612,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,4,3,PConc,4,3,No,1,0,1,0,1468,1468,GasA,5,1,SBrkr,1468,0,0,1468,0,0,2,0,3,1,4,6,Typ,1,4,Attchd,Fin,3,898,3,3,Y,210,150,0,0,0,0,0,None,None,0,12,2009,New,Partial,1,0,1,244600
284,285,120,RL,50.0,8012,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,ImStucc,None,0.0,4,3,PConc,4,3,No,6,430,1,0,1145,1575,GasA,4,1,SBrkr,1575,0,0,1575,1,0,2,0,2,1,4,5,Typ,0,0,Attchd,RFn,2,529,3,3,Y,0,0,52,0,0,0,0,None,None,0,7,2007,WD,Normal,15,15,15,179200
285,286,160,FV,35.0,4251,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,No,1,0,1,0,625,625,GasA,5,1,SBrkr,625,625,0,1250,0,0,2,1,2,1,4,5,Typ,0,0,Detchd,RFn,2,528,3,3,Y,0,54,0,0,0,0,0,None,None,0,6,2007,New,Partial,1,0,1,164700
286,287,50,RL,77.0,9786,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,3,600,1,0,312,912,GasA,3,1,SBrkr,1085,649,0,1734,0,0,1,1,3,1,4,7,Typ,1,4,Attchd,RFn,2,440,3,3,Y,0,0,0,0,128,0,0,GdPrv,None,0,6,2006,WD,Normal,44,25,44,159000
287,288,20,RL,0.0,8125,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,4,614,1,0,244,858,GasA,3,1,SBrkr,858,0,0,858,0,0,1,0,3,1,3,5,Typ,0,0,None,None,0,0,0,0,Y,0,0,0,0,0,0,0,None,None,0,6,2006,WD,Normal,35,35,0,88000
288,289,20,RL,0.0,9819,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,3,4,CBlock,3,3,No,4,450,1,0,432,882,GasA,3,1,SBrkr,900,0,0,900,0,0,1,0,3,1,3,5,Typ,0,0,Detchd,Unf,1,280,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,2,2010,WD,Normal,43,43,40,122000
289,290,70,RL,60.0,8730,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,No,1,0,1,0,698,698,GasA,5,1,FuseA,698,698,0,1396,0,0,1,0,3,1,3,7,Typ,0,0,Detchd,Unf,1,384,3,3,Y,0,0,0,0,259,0,0,None,None,0,7,2007,WD,Normal,92,4,4,153575
290,291,60,RL,120.0,15611,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,1,0,1,0,1079,1079,GasA,5,1,SBrkr,1079,840,0,1919,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,RFn,2,685,4,3,Y,0,51,0,0,0,0,0,None,None,0,7,2006,New,Partial,0,0,0,233230
291,292,190,RL,55.0,5687,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,3,2,No,3,210,1,0,570,780,GasA,5,0,SBrkr,936,780,0,1716,1,0,2,0,6,1,2,9,Typ,0,0,None,None,0,0,0,0,N,0,184,0,0,0,0,0,None,None,0,3,2008,WD,Normal,96,8,0,135900
292,293,50,RL,60.0,11409,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,2,292,1,0,476,768,GasA,4,1,SBrkr,1148,568,0,1716,0,0,1,1,3,1,3,8,Min2,1,4,Attchd,Unf,1,281,3,3,Y,0,0,0,0,160,0,0,None,None,0,1,2009,WD,Normal,60,1,60,131000
293,294,60,RL,0.0,16659,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,3,3,CBlock,3,3,No,5,795,1,0,0,795,GasA,2,1,SBrkr,1468,795,0,2263,1,0,2,1,3,1,4,9,Typ,1,3,Attchd,Fin,2,539,3,3,Y,0,250,0,0,0,0,0,None,None,0,3,2006,WD,Normal,29,12,29,235000
294,295,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,3,3,CBlock,3,3,No,6,1285,1,0,131,1416,GasA,3,1,SBrkr,1644,0,0,1644,1,0,1,0,3,1,3,7,Typ,2,4,Attchd,Fin,2,418,3,3,Y,110,0,0,0,0,0,0,None,None,0,10,2009,WD,Normal,56,56,56,167000
295,296,80,RL,37.0,7937,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,Av,6,819,1,0,184,1003,GasA,3,1,SBrkr,1003,0,0,1003,1,0,1,0,3,1,3,6,Typ,0,0,Detchd,Unf,2,588,3,3,Y,120,0,0,0,0,0,0,GdPrv,None,0,3,2006,WD,Normal,22,22,22,142500
296,297,50,RM,75.0,13710,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,4,420,1,0,490,910,GasA,3,1,FuseA,910,648,0,1558,0,0,1,1,4,1,3,6,Typ,0,0,Attchd,Unf,1,282,3,3,Y,289,0,0,0,0,0,0,MnPrv,None,0,6,2007,WD,Normal,57,57,57,152000
297,298,60,FV,66.0,7399,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,4,3,PConc,4,3,No,4,649,1,0,326,975,GasA,5,1,SBrkr,975,975,0,1950,0,0,2,1,3,1,4,7,Typ,1,3,Detchd,RFn,2,576,3,3,Y,0,10,0,0,198,0,0,None,None,0,6,2007,WD,Normal,10,9,10,239000
298,299,60,RL,90.0,11700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,4,3,CBlock,3,3,No,5,384,3,175,143,702,GasA,4,1,SBrkr,1041,702,0,1743,0,1,1,2,3,1,3,7,Typ,1,4,Attchd,Unf,2,539,3,3,Y,224,0,0,0,0,0,0,None,None,0,6,2007,WD,Normal,39,39,39,175000
299,300,20,RL,80.0,14000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,No,1,0,1,0,1092,1092,GasA,5,1,SBrkr,1152,0,0,1152,0,1,1,0,3,1,4,6,Typ,1,4,Attchd,Unf,1,300,3,3,Y,0,36,0,0,0,0,0,GdPrv,None,0,8,2009,WD,Family,59,5,59,158500
300,301,190,RL,90.0,15750,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,3,3,CBlock,3,3,Mn,4,841,1,0,324,1165,GasA,3,1,SBrkr,1336,0,0,1336,1,0,1,0,2,1,3,5,Typ,2,4,Attchd,Unf,1,375,3,3,Y,0,0,0,0,0,0,0,None,None,0,6,2006,WD,Normal,53,53,53,157000
301,302,60,RL,66.0,16226,Pave,None,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,6,281,1,0,747,1028,GasA,5,1,SBrkr,1210,1242,0,2452,0,0,2,1,4,1,4,9,Typ,1,3,BuiltIn,Fin,2,683,3,3,Y,208,50,0,0,0,0,0,None,None,0,5,2007,WD,Normal,9,8,9,267000
302,303,20,RL,118.0,13704,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,4,3,PConc,4,3,No,1,0,1,0,1541,1541,GasA,5,1,SBrkr,1541,0,0,1541,0,0,2,0,3,1,4,6,Typ,1,3,Attchd,RFn,3,843,3,3,Y,468,81,0,0,0,0,0,None,None,0,1,2006,WD,Normal,5,4,5,205000
303,304,20,RL,70.0,9800,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,No,5,894,1,0,0,894,GasA,3,1,SBrkr,894,0,0,894,1,0,1,0,3,1,3,5,Typ,0,0,Attchd,Unf,2,552,3,3,Y,256,0,0,0,0,0,0,GdWo,None,0,7,2006,WD,Abnorml,34,34,31,149900
304,305,75,RM,87.0,18386,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,BrkTil,3,3,No,1,0,1,0,1470,1470,GasA,5,1,SBrkr,1675,1818,0,3493,0,0,3,0,3,1,4,10,Typ,1,5,Attchd,Unf,3,870,3,3,Y,302,0,0,0,0,0,0,None,None,0,5,2008,WD,Normal,128,6,5,295000
